Time resolution is 1 ps
   Cycle  Start  Reset     Busy |        State | AXIS_v AXIS_r AXIS_last | WL_rdy WL_strt_o  WL_addr WL_head WL_tile |  CmpStrt   CmpRdy  CmpDone      CmpOp
1311          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        1        -        RQ4
1312          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        -        -       NONE
1313          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        -        -       NONE
1314          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        -        -       NONE
1315          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        -        -       NONE
1316          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        -        -       NONE
1317          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        -        -       NONE
1318          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        -        -       NONE
1319          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        -        -       NONE
1320          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        -        -       NONE
1321          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        -        -       NONE
1322          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        -        -       NONE
1323          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        -        -       NONE
1324          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        -        -       NONE
1325          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        -        -       NONE
1326          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        -        -       NONE
1327          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        -        -       NONE
1328          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        -        -       NONE
1329          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        -        -       NONE
1330          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        -        -       NONE
1331          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        -        -       NONE
1332          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        -        -       NONE
1333          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        -        -       NONE
1334          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        -        -       NONE
1335          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        -        -       NONE
1336          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        1        1       NONE
1337          -      1        1 |   S_REQUANT4 |      -      -        - |      1      -     NONE      0      0 |        -        -        1       NONE
1338          -      1        1 | S_LOOP_CHECK |      -      -        - |      1      -     NONE      0      0 |        -        -        1       NONE
1339          -      1        1 | S_LOOP_CHECK |      -      -        - |      1      -     NONE      0      0 |        -        -        -       NONE
